Points_0,Points_1,Points_2,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5
9.280000e-01,7.519531e-01,5.000000e-02,-7.416857e-03,-6.091526e-02,0.000000e+00,-2.580775e-02,0.000000e+00,0.000000e+00
9.290000e-01,7.519531e-01,5.000000e-02,-7.190670e-03,-6.091013e-02,0.000000e+00,-2.550483e-02,0.000000e+00,0.000000e+00
9.300000e-01,7.519531e-01,5.000000e-02,-6.964820e-03,-6.080322e-02,0.000000e+00,-2.517502e-02,0.000000e+00,0.000000e+00
9.310000e-01,7.519531e-01,5.000000e-02,-6.739683e-03,-6.047241e-02,0.000000e+00,-2.478600e-02,0.000000e+00,0.000000e+00
9.320000e-01,7.519531e-01,5.000000e-02,-6.514546e-03,-6.014159e-02,0.000000e+00,-2.439698e-02,0.000000e+00,0.000000e+00
9.330000e-01,7.519531e-01,5.000000e-02,-6.289395e-03,-5.981076e-02,0.000000e+00,-2.400794e-02,0.000000e+00,0.000000e+00
9.340000e-01,7.519531e-01,5.000000e-02,-6.064257e-03,-5.947994e-02,0.000000e+00,-2.361893e-02,0.000000e+00,0.000000e+00
9.350000e-01,7.519531e-01,5.000000e-02,-5.839120e-03,-5.914913e-02,0.000000e+00,-2.322991e-02,0.000000e+00,0.000000e+00
9.360000e-01,7.519531e-01,5.000000e-02,-5.613982e-03,-5.881831e-02,0.000000e+00,-2.284089e-02,0.000000e+00,0.000000e+00
9.370000e-01,7.519531e-01,5.000000e-02,-5.388845e-03,-5.848749e-02,0.000000e+00,-2.245188e-02,0.000000e+00,0.000000e+00
9.380000e-01,7.519531e-01,5.000000e-02,-5.178238e-03,-5.795749e-02,0.000000e+00,-2.204147e-02,0.000000e+00,0.000000e+00
9.390000e-01,7.519531e-01,5.000000e-02,-4.982186e-03,-5.722836e-02,0.000000e+00,-2.160972e-02,0.000000e+00,0.000000e+00
9.400000e-01,7.519531e-01,5.000000e-02,-4.786135e-03,-5.649922e-02,0.000000e+00,-2.117796e-02,0.000000e+00,0.000000e+00
9.410000e-01,7.519531e-01,5.000000e-02,-4.590083e-03,-5.577009e-02,0.000000e+00,-2.074621e-02,0.000000e+00,0.000000e+00
9.420000e-01,7.519531e-01,5.000000e-02,-4.394032e-03,-5.504096e-02,0.000000e+00,-2.031446e-02,0.000000e+00,0.000000e+00
9.430000e-01,7.519531e-01,5.000000e-02,-4.197968e-03,-5.431179e-02,0.000000e+00,-1.988269e-02,0.000000e+00,0.000000e+00
9.440000e-01,7.519531e-01,5.000000e-02,-4.001917e-03,-5.358265e-02,0.000000e+00,-1.945093e-02,0.000000e+00,0.000000e+00
9.450000e-01,7.519531e-01,5.000000e-02,-3.805865e-03,-5.285352e-02,0.000000e+00,-1.901918e-02,0.000000e+00,0.000000e+00
9.460000e-01,7.519531e-01,5.000000e-02,-3.640058e-03,-5.186700e-02,0.000000e+00,-1.859562e-02,0.000000e+00,0.000000e+00
9.470000e-01,7.519531e-01,5.000000e-02,-3.487990e-03,-5.076342e-02,0.000000e+00,-1.817575e-02,0.000000e+00,0.000000e+00
9.480000e-01,7.519531e-01,5.000000e-02,-3.335930e-03,-4.965991e-02,0.000000e+00,-1.775590e-02,0.000000e+00,0.000000e+00
9.490000e-01,7.519531e-01,5.000000e-02,-3.183871e-03,-4.855640e-02,0.000000e+00,-1.733606e-02,0.000000e+00,0.000000e+00
9.500000e-01,7.519531e-01,5.000000e-02,-3.031812e-03,-4.745288e-02,0.000000e+00,-1.691621e-02,0.000000e+00,0.000000e+00
9.510000e-01,7.519531e-01,5.000000e-02,-2.879753e-03,-4.634937e-02,0.000000e+00,-1.649637e-02,0.000000e+00,0.000000e+00
9.520000e-01,7.519531e-01,5.000000e-02,-2.727684e-03,-4.524579e-02,0.000000e+00,-1.607650e-02,0.000000e+00,0.000000e+00
9.530000e-01,7.519531e-01,5.000000e-02,-2.575625e-03,-4.414228e-02,0.000000e+00,-1.565665e-02,0.000000e+00,0.000000e+00
9.540000e-01,7.519531e-01,5.000000e-02,-2.465540e-03,-4.287250e-02,0.000000e+00,-1.530323e-02,0.000000e+00,0.000000e+00
9.550000e-01,7.519531e-01,5.000000e-02,-2.361450e-03,-4.157898e-02,0.000000e+00,-1.495930e-02,0.000000e+00,0.000000e+00
9.560000e-01,7.519531e-01,5.000000e-02,-2.257361e-03,-4.028546e-02,0.000000e+00,-1.461537e-02,0.000000e+00,0.000000e+00
9.570000e-01,7.519531e-01,5.000000e-02,-2.153266e-03,-3.899186e-02,0.000000e+00,-1.427142e-02,0.000000e+00,0.000000e+00
9.580000e-01,7.519531e-01,5.000000e-02,-2.049176e-03,-3.769834e-02,0.000000e+00,-1.392749e-02,0.000000e+00,0.000000e+00
9.590000e-01,7.519531e-01,5.000000e-02,-1.945087e-03,-3.640482e-02,0.000000e+00,-1.358356e-02,0.000000e+00,0.000000e+00
9.600000e-01,7.519531e-01,5.000000e-02,-1.840997e-03,-3.511129e-02,0.000000e+00,-1.323963e-02,0.000000e+00,0.000000e+00
9.610000e-01,7.519531e-01,5.000000e-02,-1.740369e-03,-3.383531e-02,0.000000e+00,-1.290689e-02,0.000000e+00,0.000000e+00
9.620000e-01,7.519531e-01,5.000000e-02,-1.691740e-03,-3.282359e-02,0.000000e+00,-1.274217e-02,0.000000e+00,0.000000e+00
9.630000e-01,7.519531e-01,5.000000e-02,-1.643110e-03,-3.181186e-02,0.000000e+00,-1.257745e-02,0.000000e+00,0.000000e+00
9.640000e-01,7.519531e-01,5.000000e-02,-1.594480e-03,-3.080014e-02,0.000000e+00,-1.241274e-02,0.000000e+00,0.000000e+00
9.650000e-01,7.519531e-01,5.000000e-02,-1.545851e-03,-2.978841e-02,0.000000e+00,-1.224802e-02,0.000000e+00,0.000000e+00
9.660000e-01,7.519531e-01,5.000000e-02,-1.497218e-03,-2.877663e-02,0.000000e+00,-1.208329e-02,0.000000e+00,0.000000e+00
9.670000e-01,7.519531e-01,5.000000e-02,-1.448588e-03,-2.776490e-02,0.000000e+00,-1.191857e-02,0.000000e+00,0.000000e+00
9.680000e-01,7.519531e-01,5.000000e-02,-1.399959e-03,-2.675318e-02,0.000000e+00,-1.175385e-02,0.000000e+00,0.000000e+00
9.690000e-01,7.519531e-01,5.000000e-02,-1.360058e-03,-2.593062e-02,0.000000e+00,-1.164250e-02,0.000000e+00,0.000000e+00
9.700000e-01,7.519531e-01,5.000000e-02,-1.346346e-03,-2.567558e-02,0.000000e+00,-1.169127e-02,0.000000e+00,0.000000e+00
9.710000e-01,7.519531e-01,5.000000e-02,-1.332635e-03,-2.542055e-02,0.000000e+00,-1.174004e-02,0.000000e+00,0.000000e+00
9.720000e-01,7.519531e-01,5.000000e-02,-1.318923e-03,-2.516553e-02,0.000000e+00,-1.178881e-02,0.000000e+00,0.000000e+00
9.730000e-01,7.519531e-01,5.000000e-02,-1.305212e-03,-2.491051e-02,0.000000e+00,-1.183757e-02,0.000000e+00,0.000000e+00
9.740000e-01,7.519531e-01,5.000000e-02,-1.291501e-03,-2.465548e-02,0.000000e+00,-1.188634e-02,0.000000e+00,0.000000e+00
9.750000e-01,7.519531e-01,5.000000e-02,-1.277789e-03,-2.440044e-02,0.000000e+00,-1.193511e-02,0.000000e+00,0.000000e+00
9.760000e-01,7.519531e-01,5.000000e-02,-1.264078e-03,-2.414542e-02,0.000000e+00,-1.198388e-02,0.000000e+00,0.000000e+00
9.770000e-01,7.519531e-01,5.000000e-02,-1.248663e-03,-2.429153e-02,0.000000e+00,-1.208919e-02,0.000000e+00,0.000000e+00
9.780000e-01,7.519531e-01,5.000000e-02,-1.231060e-03,-2.495338e-02,0.000000e+00,-1.226722e-02,0.000000e+00,0.000000e+00
9.790000e-01,7.519531e-01,5.000000e-02,-1.213456e-03,-2.561523e-02,0.000000e+00,-1.244524e-02,0.000000e+00,0.000000e+00
9.800000e-01,7.519531e-01,5.000000e-02,-1.195852e-03,-2.627712e-02,0.000000e+00,-1.262327e-02,0.000000e+00,0.000000e+00
9.810000e-01,7.519531e-01,5.000000e-02,-1.178248e-03,-2.693897e-02,0.000000e+00,-1.280130e-02,0.000000e+00,0.000000e+00
9.820000e-01,7.519531e-01,5.000000e-02,-1.160645e-03,-2.760082e-02,0.000000e+00,-1.297932e-02,0.000000e+00,0.000000e+00
9.830000e-01,7.519531e-01,5.000000e-02,-1.143041e-03,-2.826267e-02,0.000000e+00,-1.315734e-02,0.000000e+00,0.000000e+00
9.840000e-01,7.519531e-01,5.000000e-02,-1.125437e-03,-2.892456e-02,0.000000e+00,-1.333538e-02,0.000000e+00,0.000000e+00
9.850000e-01,7.519531e-01,5.000000e-02,-1.086466e-03,-2.976212e-02,0.000000e+00,-1.348196e-02,0.000000e+00,0.000000e+00
9.860000e-01,7.519531e-01,5.000000e-02,-1.034675e-03,-3.070509e-02,0.000000e+00,-1.360968e-02,0.000000e+00,0.000000e+00
9.870000e-01,7.519531e-01,5.000000e-02,-9.828847e-04,-3.164807e-02,0.000000e+00,-1.373741e-02,0.000000e+00,0.000000e+00
9.880000e-01,7.519531e-01,5.000000e-02,-9.310942e-04,-3.259104e-02,0.000000e+00,-1.386513e-02,0.000000e+00,0.000000e+00
9.890000e-01,7.519531e-01,5.000000e-02,-8.793006e-04,-3.353408e-02,0.000000e+00,-1.399286e-02,0.000000e+00,0.000000e+00
9.900000e-01,7.519531e-01,5.000000e-02,-8.275102e-04,-3.447705e-02,0.000000e+00,-1.412058e-02,0.000000e+00,0.000000e+00
9.910000e-01,7.519531e-01,5.000000e-02,-7.757197e-04,-3.542002e-02,0.000000e+00,-1.424831e-02,0.000000e+00,0.000000e+00
9.920000e-01,7.519531e-01,5.000000e-02,-7.239293e-04,-3.636300e-02,0.000000e+00,-1.437603e-02,0.000000e+00,0.000000e+00
9.930000e-01,7.519531e-01,5.000000e-02,-6.841496e-04,-3.685206e-02,0.000000e+00,-1.441948e-02,0.000000e+00,0.000000e+00
9.940000e-01,7.519531e-01,5.000000e-02,-6.471399e-04,-3.723637e-02,0.000000e+00,-1.444348e-02,0.000000e+00,0.000000e+00
9.950000e-01,7.519531e-01,5.000000e-02,-6.101324e-04,-3.762067e-02,0.000000e+00,-1.446747e-02,0.000000e+00,0.000000e+00
9.960000e-01,7.519531e-01,5.000000e-02,-5.731248e-04,-3.800496e-02,0.000000e+00,-1.449147e-02,0.000000e+00,0.000000e+00
9.970000e-01,7.519531e-01,5.000000e-02,-5.361172e-04,-3.838926e-02,0.000000e+00,-1.451547e-02,0.000000e+00,0.000000e+00
9.980000e-01,7.519531e-01,5.000000e-02,-4.991075e-04,-3.877357e-02,0.000000e+00,-1.453947e-02,0.000000e+00,0.000000e+00
9.990000e-01,7.519531e-01,5.000000e-02,-4.620999e-04,-3.915787e-02,0.000000e+00,-1.456346e-02,0.000000e+00,0.000000e+00
1.000000e+00,7.519531e-01,5.000000e-02,-4.250924e-04,-3.954216e-02,0.000000e+00,-1.458746e-02,0.000000e+00,0.000000e+00
